identifier,major_group,taxon_id,species,uniprot_id,InterPro_id
InterPro|IPR035076_A0A7L1HJ11|Nycticryphes_semicollaris,Snake toxin/toxin-like domain-containing protein,227226,Nycticryphes semicollaris,A0A7L1HJ11,IPR035076
InterPro|IPR035076_A0A7L1HJN9|Nycticryphes_semicollaris,UPAR/Ly6 domain-containing protein,227226,Nycticryphes semicollaris,A0A7L1HJN9,IPR035076
InterPro|IPR035076_A0A7L1JBR8|Smutsornis_africanus,UPAR/Ly6 domain-containing protein,240209,Smutsornis africanus,A0A7L1JBR8,IPR035076
InterPro|IPR035076_A0A7L1JCA2|Smutsornis_africanus,UPAR/Ly6 domain-containing protein,240209,Smutsornis africanus,A0A7L1JCA2,IPR035076
InterPro|IPR035076_A0A7L1JCY6|Smutsornis_africanus,UPAR/Ly6 domain-containing protein,240209,Smutsornis africanus,A0A7L1JCY6,IPR035076
InterPro|IPR035076_A0A7L1JEB2|Smutsornis_africanus,UPAR/Ly6 domain-containing protein,240209,Smutsornis africanus,A0A7L1JEB2,IPR035076
InterPro|IPR035076_A0A7L1JF00|Rynchops_niger,UPAR/Ly6 domain-containing protein,227184,Rynchops niger,A0A7L1JF00,IPR035076
InterPro|IPR035076_A0A7L1JPQ8|Rynchops_niger,UPAR/Ly6 domain-containing protein,227184,Rynchops niger,A0A7L1JPQ8,IPR035076
InterPro|IPR035076_A0A7L1JQA6|Rynchops_niger,UPAR/Ly6 domain-containing protein,227184,Rynchops niger,A0A7L1JQA6,IPR035076
InterPro|IPR035076_A0A7L1JQF7|Rynchops_niger,UPAR/Ly6 domain-containing protein,227184,Rynchops niger,A0A7L1JQF7,IPR035076
InterPro|IPR035076_A0A7L1LBM5|Himantopus_himantopus,UPAR/Ly6 domain-containing protein,225398,Himantopus himantopus,A0A7L1LBM5,IPR035076
InterPro|IPR035076_A0A7L1LBN2|Himantopus_himantopus,UPAR/Ly6 domain-containing protein,225398,Himantopus himantopus,A0A7L1LBN2,IPR035076
InterPro|IPR035076_A0A7L1LBN3|Himantopus_himantopus,UPAR/Ly6 domain-containing protein,225398,Himantopus himantopus,A0A7L1LBN3,IPR035076
InterPro|IPR035076_A0A7L1LBN6|Himantopus_himantopus,UPAR/Ly6 domain-containing protein,225398,Himantopus himantopus,A0A7L1LBN6,IPR035076
InterPro|IPR035076_A0A7L1M995|Bombycilla_garrulus,UPAR/Ly6 domain-containing protein,125297,Bombycilla garrulus,A0A7L1M995,IPR035076
InterPro|IPR035076_A0A7L1M9A5|Bombycilla_garrulus,UPAR/Ly6 domain-containing protein,125297,Bombycilla garrulus,A0A7L1M9A5,IPR035076
InterPro|IPR035076_A0A7L1M9C9|Bombycilla_garrulus,UPAR/Ly6 domain-containing protein,125297,Bombycilla garrulus,A0A7L1M9C9,IPR035076
InterPro|IPR035076_A0A7L1MXG1|Rhinopomastus_cyanomelas,UPAR/Ly6 domain-containing protein,113115,Rhinopomastus cyanomelas,A0A7L1MXG1,IPR035076
InterPro|IPR035076_A0A7L1MY93|Rhinopomastus_cyanomelas,UPAR/Ly6 domain-containing protein,113115,Rhinopomastus cyanomelas,A0A7L1MY93,IPR035076
InterPro|IPR035076_A0A7L1MYN7|Rhinopomastus_cyanomelas,UPAR/Ly6 domain-containing protein,113115,Rhinopomastus cyanomelas,A0A7L1MYN7,IPR035076
InterPro|IPR035076_A0A7L1MZ91|Rhinopomastus_cyanomelas,UPAR/Ly6 domain-containing protein,113115,Rhinopomastus cyanomelas,A0A7L1MZ91,IPR035076
InterPro|IPR035076_A0A7L1PLD9|Oriolus_oriolus,UPAR/Ly6 domain-containing protein,181099,Oriolus oriolus,A0A7L1PLD9,IPR035076
InterPro|IPR035076_A0A7L1PLF5|Oriolus_oriolus,UPAR/Ly6 domain-containing protein,181099,Oriolus oriolus,A0A7L1PLF5,IPR035076
InterPro|IPR035076_A0A7L1PLZ8|Oriolus_oriolus,UPAR/Ly6 domain-containing protein,181099,Oriolus oriolus,A0A7L1PLZ8,IPR035076
InterPro|IPR035076_A0A7L1PPC9|Oriolus_oriolus,UPAR/Ly6 domain-containing protein,181099,Oriolus oriolus,A0A7L1PPC9,IPR035076
InterPro|IPR035076_A0A7L1Q4N3|Cisticola_juncidis,UPAR/Ly6 domain-containing protein,52622,Cisticola juncidis,A0A7L1Q4N3,IPR035076
InterPro|IPR035076_A0A7L1Q508|Cisticola_juncidis,UPAR/Ly6 domain-containing protein,52622,Cisticola juncidis,A0A7L1Q508,IPR035076
InterPro|IPR035076_A0A7L1Q6R4|Cisticola_juncidis,UPAR/Ly6 domain-containing protein,52622,Cisticola juncidis,A0A7L1Q6R4,IPR035076
InterPro|IPR035076_A0A7L1QWQ4|Cisticola_juncidis,UPAR/Ly6 domain-containing protein,52622,Cisticola juncidis,A0A7L1QWQ4,IPR035076
InterPro|IPR035076_A0A7L1S777|Locustella_ochotensis,UPAR/Ly6 domain-containing protein,187437,Locustella ochotensis,A0A7L1S777,IPR035076
InterPro|IPR035076_A0A7L1S8Z8|Locustella_ochotensis,Snake toxin/toxin-like domain-containing protein,187437,Locustella ochotensis,A0A7L1S8Z8,IPR035076
InterPro|IPR035076_A0A7L1S9T2|Locustella_ochotensis,UPAR/Ly6 domain-containing protein,187437,Locustella ochotensis,A0A7L1S9T2,IPR035076
InterPro|IPR035076_A0A7L1SDH6|Locustella_ochotensis,Snake toxin/toxin-like domain-containing protein,187437,Locustella ochotensis,A0A7L1SDH6,IPR035076
InterPro|IPR035076_A0A7L1SFG5|Locustella_ochotensis,UPAR/Ly6 domain-containing protein,187437,Locustella ochotensis,A0A7L1SFG5,IPR035076
InterPro|IPR035076_A0A7L1SZC1|Aramus_guarauna,UPAR/Ly6 domain-containing protein,54356,Aramus guarauna,A0A7L1SZC1,IPR035076
InterPro|IPR035076_A0A7L1SZD2|Aramus_guarauna,Snake toxin/toxin-like domain-containing protein,54356,Aramus guarauna,A0A7L1SZD2,IPR035076
InterPro|IPR035076_A0A7L1T026|Aramus_guarauna,UPAR/Ly6 domain-containing protein,54356,Aramus guarauna,A0A7L1T026,IPR035076
InterPro|IPR035076_A0A7L1T513|Aramus_guarauna,UPAR/Ly6 domain-containing protein,54356,Aramus guarauna,A0A7L1T513,IPR035076
InterPro|IPR035076_A0A7L1TPU1|Phainopepla_nitens,UPAR/Ly6 domain-containing protein,161653,Phainopepla nitens,A0A7L1TPU1,IPR035076
InterPro|IPR035076_A0A7L1TRY5|Phainopepla_nitens,UPAR/Ly6 domain-containing protein,161653,Phainopepla nitens,A0A7L1TRY5,IPR035076
InterPro|IPR035076_A0A7L1TS52|Phainopepla_nitens,UPAR/Ly6 domain-containing protein,161653,Phainopepla nitens,A0A7L1TS52,IPR035076
InterPro|IPR035076_A0A7L1TU58|Phainopepla_nitens,UPAR/Ly6 domain-containing protein,161653,Phainopepla nitens,A0A7L1TU58,IPR035076
InterPro|IPR035076_A0A7L1VH74|Sitta_europaea,UPAR/Ly6 domain-containing protein,50251,Sitta europaea,A0A7L1VH74,IPR035076
InterPro|IPR035076_A0A7L1VH94|Sitta_europaea,UPAR/Ly6 domain-containing protein,50251,Sitta europaea,A0A7L1VH94,IPR035076
InterPro|IPR035076_A0A7L1VHA2|Sitta_europaea,UPAR/Ly6 domain-containing protein,50251,Sitta europaea,A0A7L1VHA2,IPR035076
InterPro|IPR035076_A0A7L1VHF0|Sitta_europaea,UPAR/Ly6 domain-containing protein,50251,Sitta europaea,A0A7L1VHF0,IPR035076
InterPro|IPR035076_A0A7L1VHZ9|Sitta_europaea,UPAR/Ly6 domain-containing protein,50251,Sitta europaea,A0A7L1VHZ9,IPR035076
InterPro|IPR035076_A0A7L1VIW8|Sitta_europaea,UPAR/Ly6 domain-containing protein,50251,Sitta europaea,A0A7L1VIW8,IPR035076
InterPro|IPR035076_A0A7L1WIQ2|Certhia_brachydactyla,UPAR/Ly6 domain-containing protein,73330,Certhia brachydactyla,A0A7L1WIQ2,IPR035076
InterPro|IPR035076_A0A7L1WIS2|Certhia_brachydactyla,UPAR/Ly6 domain-containing protein,73330,Certhia brachydactyla,A0A7L1WIS2,IPR035076
InterPro|IPR035076_A0A7L1WKE7|Certhia_brachydactyla,UPAR/Ly6 domain-containing protein,73330,Certhia brachydactyla,A0A7L1WKE7,IPR035076
InterPro|IPR035076_A0A7L1WKR3|Certhia_brachydactyla,UPAR/Ly6 domain-containing protein,73330,Certhia brachydactyla,A0A7L1WKR3,IPR035076
InterPro|IPR035076_A0A7L1WM31|Certhia_brachydactyla,UPAR/Ly6 domain-containing protein,73330,Certhia brachydactyla,A0A7L1WM31,IPR035076
InterPro|IPR035076_A0A7L1XX91|Thinocorus_orbignyianus,UPAR/Ly6 domain-containing protein,161742,Thinocorus orbignyianus,A0A7L1XX91,IPR035076
InterPro|IPR035076_A0A7L1XYD6|Thinocorus_orbignyianus,UPAR/Ly6 domain-containing protein,161742,Thinocorus orbignyianus,A0A7L1XYD6,IPR035076
InterPro|IPR035076_A0A7L1XZC1|Thinocorus_orbignyianus,UPAR/Ly6 domain-containing protein,161742,Thinocorus orbignyianus,A0A7L1XZC1,IPR035076
InterPro|IPR035076_A0A7L1Y044|Thinocorus_orbignyianus,UPAR/Ly6 domain-containing protein,161742,Thinocorus orbignyianus,A0A7L1Y044,IPR035076
InterPro|IPR035076_A0A7L1YRP4|Scytalopus_superciliaris,UPAR/Ly6 domain-containing protein,312124,Scytalopus superciliaris,A0A7L1YRP4,IPR035076
InterPro|IPR035076_A0A7L1YUY0|Scytalopus_superciliaris,UPAR/Ly6 domain-containing protein,312124,Scytalopus superciliaris,A0A7L1YUY0,IPR035076
InterPro|IPR035076_A0A7L1YWK3|Scytalopus_superciliaris,Snake toxin/toxin-like domain-containing protein,312124,Scytalopus superciliaris,A0A7L1YWK3,IPR035076
InterPro|IPR035076_A0A7L1YWL8|Scytalopus_superciliaris,UPAR/Ly6 domain-containing protein,312124,Scytalopus superciliaris,A0A7L1YWL8,IPR035076
InterPro|IPR035076_A0A7L1ZEG5|Leiothrix_lutea,UPAR/Ly6 domain-containing protein,36275,Leiothrix lutea,A0A7L1ZEG5,IPR035076
InterPro|IPR035076_A0A7L1ZIP2|Leiothrix_lutea,UPAR/Ly6 domain-containing protein,36275,Leiothrix lutea,A0A7L1ZIP2,IPR035076
InterPro|IPR035076_A0A7L2AUK4|Heliornis_fulica,UPAR/Ly6 domain-containing protein,54369,Heliornis fulica,A0A7L2AUK4,IPR035076
InterPro|IPR035076_A0A7L2AUL7|Heliornis_fulica,UPAR/Ly6 domain-containing protein,54369,Heliornis fulica,A0A7L2AUL7,IPR035076
InterPro|IPR035076_A0A7L2AUM1|Heliornis_fulica,UPAR/Ly6 domain-containing protein,54369,Heliornis fulica,A0A7L2AUM1,IPR035076
InterPro|IPR035076_A0A7L2AXU2|Heliornis_fulica,UPAR/Ly6 domain-containing protein,54369,Heliornis fulica,A0A7L2AXU2,IPR035076
InterPro|IPR035076_A0A7L2AZ49|Heliornis_fulica,UPAR/Ly6 domain-containing protein,54369,Heliornis fulica,A0A7L2AZ49,IPR035076
InterPro|IPR035076_A0A7L2CAH7|Alaudala_cheleensis,UPAR/Ly6 domain-containing protein,670337,Alaudala cheleensis,A0A7L2CAH7,IPR035076
InterPro|IPR035076_A0A7L2CAJ0|Alaudala_cheleensis,UPAR/Ly6 domain-containing protein,670337,Alaudala cheleensis,A0A7L2CAJ0,IPR035076
InterPro|IPR035076_A0A7L2CAK2|Alaudala_cheleensis,UPAR/Ly6 domain-containing protein,670337,Alaudala cheleensis,A0A7L2CAK2,IPR035076
InterPro|IPR035076_A0A7L2CF38|Alaudala_cheleensis,UPAR/Ly6 domain-containing protein,670337,Alaudala cheleensis,A0A7L2CF38,IPR035076
InterPro|IPR035076_A0A7L2CPC1|Catharus_fuscescens,UPAR/Ly6 domain-containing protein,159581,Catharus fuscescens,A0A7L2CPC1,IPR035076
InterPro|IPR035076_A0A7L2CPC8|Catharus_fuscescens,UPAR/Ly6 domain-containing protein,159581,Catharus fuscescens,A0A7L2CPC8,IPR035076
InterPro|IPR035076_A0A7L2DSJ9|Anthoscopus_minutus,UPAR/Ly6 domain-containing protein,156561,Anthoscopus minutus,A0A7L2DSJ9,IPR035076
InterPro|IPR035076_A0A7L2DT56|Anthoscopus_minutus,UPAR/Ly6 domain-containing protein,156561,Anthoscopus minutus,A0A7L2DT56,IPR035076
InterPro|IPR035076_A0A7L2DTM3|Anthoscopus_minutus,UPAR/Ly6 domain-containing protein,156561,Anthoscopus minutus,A0A7L2DTM3,IPR035076
InterPro|IPR035076_A0A7L2FHS8|Quiscalus_mexicanus,Snake toxin/toxin-like domain-containing protein,64278,Quiscalus mexicanus,A0A7L2FHS8,IPR035076
InterPro|IPR035076_A0A7L2FQH5|Quiscalus_mexicanus,UPAR/Ly6 domain-containing protein,64278,Quiscalus mexicanus,A0A7L2FQH5,IPR035076
InterPro|IPR035076_A0A7L2FQM6|Quiscalus_mexicanus,UPAR/Ly6 domain-containing protein,64278,Quiscalus mexicanus,A0A7L2FQM6,IPR035076
InterPro|IPR035076_A0A7L2FRA6|Quiscalus_mexicanus,UPAR/Ly6 domain-containing protein,64278,Quiscalus mexicanus,A0A7L2FRA6,IPR035076
InterPro|IPR035076_A0A7L2FUW4|Quiscalus_mexicanus,UPAR/Ly6 domain-containing protein,64278,Quiscalus mexicanus,A0A7L2FUW4,IPR035076
InterPro|IPR035076_A0A7L2GMF6|Nyctibius_grandis,UPAR/Ly6 domain-containing protein,48427,Nyctibius grandis,A0A7L2GMF6,IPR035076
InterPro|IPR035076_A0A7L2GMG2|Nyctibius_grandis,Snake toxin/toxin-like domain-containing protein,48427,Nyctibius grandis,A0A7L2GMG2,IPR035076
InterPro|IPR035076_A0A7L2GPC1|Nyctibius_grandis,UPAR/Ly6 domain-containing protein,48427,Nyctibius grandis,A0A7L2GPC1,IPR035076
InterPro|IPR035076_A0A7L2GQ75|Nyctibius_grandis,UPAR/Ly6 domain-containing protein,48427,Nyctibius grandis,A0A7L2GQ75,IPR035076
InterPro|IPR035076_A0A7L2GTA6|Nyctibius_grandis,Snake toxin/toxin-like domain-containing protein,48427,Nyctibius grandis,A0A7L2GTA6,IPR035076
InterPro|IPR035076_A0A7L2HVX3|Sagittarius_serpentarius,Snake toxin/toxin-like domain-containing protein,56258,Sagittarius serpentarius,A0A7L2HVX3,IPR035076
InterPro|IPR035076_A0A7L2HW62|Sagittarius_serpentarius,UPAR/Ly6 domain-containing protein,56258,Sagittarius serpentarius,A0A7L2HW62,IPR035076
InterPro|IPR035076_A0A7L2HYH6|Sagittarius_serpentarius,UPAR/Ly6 domain-containing protein,56258,Sagittarius serpentarius,A0A7L2HYH6,IPR035076
InterPro|IPR035076_A0A7L2HYS4|Sagittarius_serpentarius,UPAR/Ly6 domain-containing protein,56258,Sagittarius serpentarius,A0A7L2HYS4,IPR035076
InterPro|IPR035076_A0A7L2IR62|Semnornis_frantzii,UPAR/Ly6 domain-containing protein,91796,Semnornis frantzii,A0A7L2IR62,IPR035076
InterPro|IPR035076_A0A7L2IR80|Semnornis_frantzii,Snake toxin/toxin-like domain-containing protein,91796,Semnornis frantzii,A0A7L2IR80,IPR035076
InterPro|IPR035076_A0A7L2IR85|Semnornis_frantzii,UPAR/Ly6 domain-containing protein,91796,Semnornis frantzii,A0A7L2IR85,IPR035076
InterPro|IPR035076_A0A7L2IRH9|Semnornis_frantzii,Snake toxin/toxin-like domain-containing protein,91796,Semnornis frantzii,A0A7L2IRH9,IPR035076
InterPro|IPR035076_A0A7L2JM31|Cinclus_mexicanus,UPAR/Ly6 domain-containing protein,161649,Cinclus mexicanus,A0A7L2JM31,IPR035076
InterPro|IPR035076_A0A7L2JNI1|Cinclus_mexicanus,UPAR/Ly6 domain-containing protein,161649,Cinclus mexicanus,A0A7L2JNI1,IPR035076
InterPro|IPR035076_A0A7L2JQ58|Cinclus_mexicanus,UPAR/Ly6 domain-containing protein,161649,Cinclus mexicanus,A0A7L2JQ58,IPR035076
InterPro|IPR035076_A0A7L2JQY5|Cinclus_mexicanus,UPAR/Ly6 domain-containing protein,161649,Cinclus mexicanus,A0A7L2JQY5,IPR035076
InterPro|IPR035076_A0A7L2KZV0|Zosterops_hypoxanthus,UPAR/Ly6 domain-containing protein,2485327,Zosterops hypoxanthus,A0A7L2KZV0,IPR035076
InterPro|IPR035076_A0A7L2L0D6|Zosterops_hypoxanthus,UPAR/Ly6 domain-containing protein,2485327,Zosterops hypoxanthus,A0A7L2L0D6,IPR035076
InterPro|IPR035076_A0A7L2L0K7|Zosterops_hypoxanthus,UPAR/Ly6 domain-containing protein,2485327,Zosterops hypoxanthus,A0A7L2L0K7,IPR035076
InterPro|IPR035076_A0A7L2L0R0|Zosterops_hypoxanthus,Snake toxin/toxin-like domain-containing protein,2485327,Zosterops hypoxanthus,A0A7L2L0R0,IPR035076
InterPro|IPR035076_A0A7L2LS39|Hippolais_icterina,UPAR/Ly6 domain-containing protein,68497,Hippolais icterina,A0A7L2LS39,IPR035076
InterPro|IPR035076_A0A7L2M6I6|Hippolais_icterina,UPAR/Ly6 domain-containing protein,68497,Hippolais icterina,A0A7L2M6I6,IPR035076
InterPro|IPR035076_A0A7L2M6S9|Hippolais_icterina,UPAR/Ly6 domain-containing protein,68497,Hippolais icterina,A0A7L2M6S9,IPR035076
InterPro|IPR035076_A0A7L2M7P8|Hippolais_icterina,UPAR/Ly6 domain-containing protein,68497,Hippolais icterina,A0A7L2M7P8,IPR035076
InterPro|IPR035076_A0A7L2MDW7|Rhadina_sibilatrix,UPAR/Ly6 domain-containing protein,2585818,Rhadina sibilatrix,A0A7L2MDW7,IPR035076
InterPro|IPR035076_A0A7L2ME42|Rhadina_sibilatrix,UPAR/Ly6 domain-containing protein,2585818,Rhadina sibilatrix,A0A7L2ME42,IPR035076
InterPro|IPR035076_A0A7L2MER9|Rhadina_sibilatrix,UPAR/Ly6 domain-containing protein,2585818,Rhadina sibilatrix,A0A7L2MER9,IPR035076
InterPro|IPR035076_A0A7L2N2F7|Rhadina_sibilatrix,UPAR/Ly6 domain-containing protein,2585818,Rhadina sibilatrix,A0A7L2N2F7,IPR035076
InterPro|IPR035076_A0A7L2NMC3|Pycnonotus_jocosus,UPAR/Ly6 domain-containing protein,182897,Pycnonotus jocosus,A0A7L2NMC3,IPR035076
InterPro|IPR035076_A0A7L2NMI8|Pycnonotus_jocosus,UPAR/Ly6 domain-containing protein,182897,Pycnonotus jocosus,A0A7L2NMI8,IPR035076
InterPro|IPR035076_A0A7L2NMP0|Pycnonotus_jocosus,UPAR/Ly6 domain-containing protein,182897,Pycnonotus jocosus,A0A7L2NMP0,IPR035076
InterPro|IPR035076_A0A7L2NMV9|Pycnonotus_jocosus,UPAR/Ly6 domain-containing protein,182897,Pycnonotus jocosus,A0A7L2NMV9,IPR035076
InterPro|IPR035076_A0A7L2NP63|Pycnonotus_jocosus,Snake toxin/toxin-like domain-containing protein,182897,Pycnonotus jocosus,A0A7L2NP63,IPR035076
InterPro|IPR035076_A0A7L2PHR1|Pycnonotus_jocosus,UPAR/Ly6 domain-containing protein,182897,Pycnonotus jocosus,A0A7L2PHR1,IPR035076
InterPro|IPR035076_A0A7L2PKC2|Hypocryptadius_cinnamomeus,UPAR/Ly6 domain-containing protein,589841,Hypocryptadius cinnamomeus,A0A7L2PKC2,IPR035076
InterPro|IPR035076_A0A7L2PPR2|Hypocryptadius_cinnamomeus,Snake toxin/toxin-like domain-containing protein,589841,Hypocryptadius cinnamomeus,A0A7L2PPR2,IPR035076
InterPro|IPR035076_A0A7L2PPV8|Hypocryptadius_cinnamomeus,UPAR/Ly6 domain-containing protein,589841,Hypocryptadius cinnamomeus,A0A7L2PPV8,IPR035076
InterPro|IPR035076_A0A7L2PRL1|Hypocryptadius_cinnamomeus,UPAR/Ly6 domain-containing protein,589841,Hypocryptadius cinnamomeus,A0A7L2PRL1,IPR035076
InterPro|IPR035076_A0A7L2PS23|Hypocryptadius_cinnamomeus,UPAR/Ly6 domain-containing protein,589841,Hypocryptadius cinnamomeus,A0A7L2PS23,IPR035076
InterPro|IPR035076_A0A7L2QSM7|Oxylabes_madagascariensis,UPAR/Ly6 domain-containing protein,98144,Oxylabes madagascariensis,A0A7L2QSM7,IPR035076
InterPro|IPR035076_A0A7L2QSV2|Oxylabes_madagascariensis,UPAR/Ly6 domain-containing protein,98144,Oxylabes madagascariensis,A0A7L2QSV2,IPR035076
InterPro|IPR035076_A0A7L2QTJ2|Oxylabes_madagascariensis,UPAR/Ly6 domain-containing protein,98144,Oxylabes madagascariensis,A0A7L2QTJ2,IPR035076
InterPro|IPR035076_A0A7L2R5H8|Oxylabes_madagascariensis,Snake toxin/toxin-like domain-containing protein,98144,Oxylabes madagascariensis,A0A7L2R5H8,IPR035076
InterPro|IPR035076_A0A7L2RCY9|Neodrepanis_coruscans,Snake toxin/toxin-like domain-containing protein,254563,Neodrepanis coruscans,A0A7L2RCY9,IPR035076
InterPro|IPR035076_A0A7L2RM73|Neodrepanis_coruscans,UPAR/Ly6 domain-containing protein,254563,Neodrepanis coruscans,A0A7L2RM73,IPR035076
InterPro|IPR035076_A0A7L2RNJ3|Neodrepanis_coruscans,UPAR/Ly6 domain-containing protein,254563,Neodrepanis coruscans,A0A7L2RNJ3,IPR035076
InterPro|IPR035076_A0A7L2RPT8|Neodrepanis_coruscans,UPAR/Ly6 domain-containing protein,254563,Neodrepanis coruscans,A0A7L2RPT8,IPR035076
InterPro|IPR035076_A0A7L2RQ57|Neodrepanis_coruscans,UPAR/Ly6 domain-containing protein,254563,Neodrepanis coruscans,A0A7L2RQ57,IPR035076
InterPro|IPR035076_A0A7L2S8A7|Mystacornis_crossleyi,Snake toxin/toxin-like domain-containing protein,98133,Mystacornis crossleyi,A0A7L2S8A7,IPR035076
InterPro|IPR035076_A0A7L2S8P0|Mystacornis_crossleyi,UPAR/Ly6 domain-containing protein,98133,Mystacornis crossleyi,A0A7L2S8P0,IPR035076
InterPro|IPR035076_A0A7L2S909|Mystacornis_crossleyi,UPAR/Ly6 domain-containing protein,98133,Mystacornis crossleyi,A0A7L2S909,IPR035076
InterPro|IPR035076_A0A7L2S926|Mystacornis_crossleyi,UPAR/Ly6 domain-containing protein,98133,Mystacornis crossleyi,A0A7L2S926,IPR035076
InterPro|IPR035076_A0A7L2SPG9|Mystacornis_crossleyi,Snake toxin/toxin-like domain-containing protein,98133,Mystacornis crossleyi,A0A7L2SPG9,IPR035076
InterPro|IPR035076_A0A7L2T7H9|Pomatostomus_ruficeps,UPAR/Ly6 domain-containing protein,9176,Pomatostomus ruficeps,A0A7L2T7H9,IPR035076
InterPro|IPR035076_A0A7L2T8U3|Pomatostomus_ruficeps,UPAR/Ly6 domain-containing protein,9176,Pomatostomus ruficeps,A0A7L2T8U3,IPR035076
InterPro|IPR035076_A0A7L2TAA6|Pomatostomus_ruficeps,UPAR/Ly6 domain-containing protein,9176,Pomatostomus ruficeps,A0A7L2TAA6,IPR035076
InterPro|IPR035076_A0A7L2UUA0|Balaeniceps_rex,UPAR/Ly6 domain-containing protein,33584,Balaeniceps rex,A0A7L2UUA0,IPR035076
InterPro|IPR035076_A0A7L2UUR6|Balaeniceps_rex,UPAR/Ly6 domain-containing protein,33584,Balaeniceps rex,A0A7L2UUR6,IPR035076
InterPro|IPR035076_A0A7L2UV33|Balaeniceps_rex,Snake toxin/toxin-like domain-containing protein,33584,Balaeniceps rex,A0A7L2UV33,IPR035076
InterPro|IPR035076_A0A7L2UVB0|Balaeniceps_rex,UPAR/Ly6 domain-containing protein,33584,Balaeniceps rex,A0A7L2UVB0,IPR035076
InterPro|IPR035076_A0A7L2V460|Brachypteracias_leptosomus,UPAR/Ly6 domain-containing protein,135165,Brachypteracias leptosomus,A0A7L2V460,IPR035076
InterPro|IPR035076_A0A7L2V4P5|Brachypteracias_leptosomus,UPAR/Ly6 domain-containing protein,135165,Brachypteracias leptosomus,A0A7L2V4P5,IPR035076
InterPro|IPR035076_A0A7L2V790|Brachypteracias_leptosomus,UPAR/Ly6 domain-containing protein,135165,Brachypteracias leptosomus,A0A7L2V790,IPR035076
InterPro|IPR035076_A0A7L2X165|Pandion_haliaetus,Snake toxin/toxin-like domain-containing protein,56262,Pandion haliaetus,A0A7L2X165,IPR035076
InterPro|IPR035076_A0A7L2X2E3|Pandion_haliaetus,UPAR/Ly6 domain-containing protein,56262,Pandion haliaetus,A0A7L2X2E3,IPR035076
InterPro|IPR035076_A0A7L2X371|Pandion_haliaetus,UPAR/Ly6 domain-containing protein,56262,Pandion haliaetus,A0A7L2X371,IPR035076
InterPro|IPR035076_A0A7L2X401|Pandion_haliaetus,UPAR/Ly6 domain-containing protein,56262,Pandion haliaetus,A0A7L2X401,IPR035076
InterPro|IPR035076_A0A7L2X668|Pandion_haliaetus,UPAR/Ly6 domain-containing protein,56262,Pandion haliaetus,A0A7L2X668,IPR035076
InterPro|IPR035076_A0A7L2XAG0|Erpornis_zantholeuca,UPAR/Ly6 domain-containing protein,1112836,Erpornis zantholeuca,A0A7L2XAG0,IPR035076
InterPro|IPR035076_A0A7L2XJM1|Erpornis_zantholeuca,UPAR/Ly6 domain-containing protein,1112836,Erpornis zantholeuca,A0A7L2XJM1,IPR035076
InterPro|IPR035076_A0A7L2XJN3|Erpornis_zantholeuca,UPAR/Ly6 domain-containing protein,1112836,Erpornis zantholeuca,A0A7L2XJN3,IPR035076
InterPro|IPR035076_A0A7L2XMJ8|Erpornis_zantholeuca,UPAR/Ly6 domain-containing protein,1112836,Erpornis zantholeuca,A0A7L2XMJ8,IPR035076
InterPro|IPR035076_A0A7L2XQ41|Erpornis_zantholeuca,UPAR/Ly6 domain-containing protein,1112836,Erpornis zantholeuca,A0A7L2XQ41,IPR035076
InterPro|IPR035076_A0A7L2YVD3|Jacana_jacana,UPAR/Ly6 domain-containing protein,54508,Jacana jacana,A0A7L2YVD3,IPR035076
InterPro|IPR035076_A0A7L2YXU2|Jacana_jacana,UPAR/Ly6 domain-containing protein,54508,Jacana jacana,A0A7L2YXU2,IPR035076
InterPro|IPR035076_A0A7L2YYU9|Jacana_jacana,UPAR/Ly6 domain-containing protein,54508,Jacana jacana,A0A7L2YYU9,IPR035076
InterPro|IPR035076_A0A7L2Z2Z4|Jacana_jacana,UPAR/Ly6 domain-containing protein,54508,Jacana jacana,A0A7L2Z2Z4,IPR035076
InterPro|IPR035076_A0A7L2ZL25|Prunella_fulvescens,UPAR/Ly6 domain-containing protein,670355,Prunella fulvescens,A0A7L2ZL25,IPR035076
InterPro|IPR035076_A0A7L2ZN30|Prunella_fulvescens,UPAR/Ly6 domain-containing protein,670355,Prunella fulvescens,A0A7L2ZN30,IPR035076
InterPro|IPR035076_A0A7L2ZSC7|Prunella_fulvescens,UPAR/Ly6 domain-containing protein,670355,Prunella fulvescens,A0A7L2ZSC7,IPR035076
InterPro|IPR035076_A0A7L2ZT11|Prunella_fulvescens,UPAR/Ly6 domain-containing protein,670355,Prunella fulvescens,A0A7L2ZT11,IPR035076
InterPro|IPR035076_A0A7L3B748|Syrrhaptes_paradoxus,UPAR/Ly6 domain-containing protein,302527,Syrrhaptes paradoxus,A0A7L3B748,IPR035076
InterPro|IPR035076_A0A7L3BAA3|Syrrhaptes_paradoxus,UPAR/Ly6 domain-containing protein,302527,Syrrhaptes paradoxus,A0A7L3BAA3,IPR035076
InterPro|IPR035076_A0A7L3BB07|Syrrhaptes_paradoxus,Snake toxin/toxin-like domain-containing protein,302527,Syrrhaptes paradoxus,A0A7L3BB07,IPR035076
InterPro|IPR035076_A0A7L3BCG0|Syrrhaptes_paradoxus,UPAR/Ly6 domain-containing protein,302527,Syrrhaptes paradoxus,A0A7L3BCG0,IPR035076
