Accession	Source Database	Name	Tax ID	Tax Name	Length	Entry Accession	Matches
A0A7L0CDC3	unreviewed	UPAR/Ly6 domain-containing protein	252798	Spizaetus tyrannus	126	IPR035076	26..97
A0A7L0D6H0	unreviewed	UPAR/Ly6 domain-containing protein	118793	Rostratula benghalensis	89	IPR035076	5..83
A0A7L0D7R7	unreviewed	UPAR/Ly6 domain-containing protein	118793	Rostratula benghalensis	109	IPR035076	3..79
A0A7L0D8F0	unreviewed	UPAR/Ly6 domain-containing protein	118793	Rostratula benghalensis	112	IPR035076	8..82
A0A7L0DJG3	unreviewed	UPAR/Ly6 domain-containing protein	118793	Rostratula benghalensis	127	IPR035076	22..97
A0A7L0EH27	unreviewed	UPAR/Ly6 domain-containing protein	56311	Trogon melanurus	112	IPR035076	8..82
A0A7L0EH39	unreviewed	UPAR/Ly6 domain-containing protein	56311	Trogon melanurus	104	IPR035076	18..98
A0A7L0EHB6	unreviewed	UPAR/Ly6 domain-containing protein	56311	Trogon melanurus	109	IPR035076	2..79
A0A7L0EIA9	unreviewed	UPAR/Ly6 domain-containing protein	56311	Trogon melanurus	127	IPR035076	21..97
A0A7L0FJX8	unreviewed	UPAR/Ly6 domain-containing protein	103956	Corythaixoides concolor	124	IPR035076	19..94
A0A7L0FJY6	unreviewed	UPAR/Ly6 domain-containing protein	103956	Corythaixoides concolor	111	IPR035076	7..81
A0A7L0FKE6	unreviewed	UPAR/Ly6 domain-containing protein	103956	Corythaixoides concolor	109	IPR035076	2..79
A0A7L0FLX3	unreviewed	UPAR/Ly6 domain-containing protein	103956	Corythaixoides concolor	87	IPR035076	6..79
A0A7L0FND7	unreviewed	UPAR/Ly6 domain-containing protein	103956	Corythaixoides concolor	102	IPR035076	20..96
A0A7L0GCW9	unreviewed	UPAR/Ly6 domain-containing protein	56343	Herpetotheres cachinnans	109	IPR035076	2..79
A0A7L0GFG9	unreviewed	UPAR/Ly6 domain-containing protein	56343	Herpetotheres cachinnans	112	IPR035076	8..82
A0A7L0GFN2	unreviewed	UPAR/Ly6 domain-containing protein	56343	Herpetotheres cachinnans	109	IPR035076	4..79
A0A7L0GFN9	unreviewed	Snake toxin/toxin-like domain-containing protein	56343	Herpetotheres cachinnans	106	IPR035076	20..100
A0A7L0HV82	unreviewed	UPAR/Ly6 domain-containing protein	54971	Arenaria interpres	107	IPR035076	3..77
A0A7L0HVY2	unreviewed	UPAR/Ly6 domain-containing protein	54971	Arenaria interpres	126	IPR035076	22..97
A0A7L0HWB2	unreviewed	UPAR/Ly6 domain-containing protein	54971	Arenaria interpres	112	IPR035076	8..82
A0A7L0HWX4	unreviewed	UPAR/Ly6 domain-containing protein	54971	Arenaria interpres	103	IPR035076	22..97
A0A7L0JDE9	unreviewed	UPAR/Ly6 domain-containing protein	114369	Piprites chloris	126	IPR035076	22..97
A0A7L0JDZ6	unreviewed	UPAR/Ly6 domain-containing protein	114369	Piprites chloris	86	IPR035076	5..80
A0A7L0JG20	unreviewed	UPAR/Ly6 domain-containing protein	114369	Piprites chloris	107	IPR035076	3..77
A0A7L0JGW8	unreviewed	UPAR/Ly6 domain-containing protein	114369	Piprites chloris	109	IPR035076	6..80
A0A7L0K2G2	unreviewed	UPAR/Ly6 domain-containing protein	30388	Chauna torquata	112	IPR035076	8..82
A0A7L0K324	unreviewed	UPAR/Ly6 domain-containing protein	30388	Chauna torquata	107	IPR035076	2..77
A0A7L0K357	unreviewed	Snake toxin/toxin-like domain-containing protein	30388	Chauna torquata	78	IPR035076	8..78
A0A7L0K4Y0	unreviewed	UPAR/Ly6 domain-containing protein	30388	Chauna torquata	109	IPR035076	4..79
A0A7L0K5R9	unreviewed	UPAR/Ly6 domain-containing protein	30388	Chauna torquata	106	IPR035076	28..100
A0A7L0L096	unreviewed	UPAR/Ly6 domain-containing protein	208069	Sylvietta virens	127	IPR035076	22..97
A0A7L0L0D2	unreviewed	UPAR/Ly6 domain-containing protein	208069	Sylvietta virens	87	IPR035076	6..79
A0A7L0L169	unreviewed	UPAR/Ly6 domain-containing protein	208069	Sylvietta virens	104	IPR035076	5..75
A0A7L0L1U5	unreviewed	UPAR/Ly6 domain-containing protein	208069	Sylvietta virens	109	IPR035076	3..79
A0A7L0L401	unreviewed	UPAR/Ly6 domain-containing protein	208069	Sylvietta virens	112	IPR035076	9..82
A0A7L0L538	unreviewed	Snake toxin/toxin-like domain-containing protein	208069	Sylvietta virens	87	IPR035076	5..81
A0A7L0MJ94	unreviewed	Snake toxin/toxin-like domain-containing protein	175529	Amazona guildingii	91	IPR035076	5..85
A0A7L0MJH7	unreviewed	UPAR/Ly6 domain-containing protein	175529	Amazona guildingii	112	IPR035076	8..82
A0A7L0MJI4	unreviewed	Snake toxin/toxin-like domain-containing protein	175529	Amazona guildingii	86	IPR035076	6..79
A0A7L0MJP5	unreviewed	UPAR/Ly6 domain-containing protein	175529	Amazona guildingii	113	IPR035076	3..83
A0A7L0MKC2	unreviewed	UPAR/Ly6 domain-containing protein	175529	Amazona guildingii	105	IPR035076	4..79
A0A7L0N865	unreviewed	UPAR/Ly6 domain-containing protein	1118560	Formicarius rufipectus	112	IPR035076	3..82
A0A7L0N872	unreviewed	UPAR/Ly6 domain-containing protein	1118560	Formicarius rufipectus	112	IPR035076	8..82
A0A7L0N880	unreviewed	UPAR/Ly6 domain-containing protein	1118560	Formicarius rufipectus	127	IPR035076	22..97
A0A7L0N8E2	unreviewed	UPAR/Ly6 domain-containing protein	1118560	Formicarius rufipectus	104	IPR035076	18..98
A0A7L0N8F1	unreviewed	Snake toxin/toxin-like domain-containing protein	1118560	Formicarius rufipectus	78	IPR035076	4..78
A0A7L0P4N7	unreviewed	UPAR/Ly6 domain-containing protein	1118748	Mesembrinibis cayennensis	109	IPR035076	4..79
A0A7L0P4V4	unreviewed	UPAR/Ly6 domain-containing protein	1118748	Mesembrinibis cayennensis	109	IPR035076	2..79
A0A7L0P7D7	unreviewed	UPAR/Ly6 domain-containing protein	1118748	Mesembrinibis cayennensis	112	IPR035076	8..82
A0A7L0P828	unreviewed	Snake toxin/toxin-like domain-containing protein	1118748	Mesembrinibis cayennensis	91	IPR035076	5..85
A0A7L0QWJ0	unreviewed	UPAR/Ly6 domain-containing protein	298831	Setophaga kirtlandii	98	IPR035076	17..92
A0A7L0QX59	unreviewed	UPAR/Ly6 domain-containing protein	298831	Setophaga kirtlandii	107	IPR035076	3..77
A0A7L0R1H6	unreviewed	UPAR/Ly6 domain-containing protein	298831	Setophaga kirtlandii	87	IPR035076	6..79
A0A7L0R229	unreviewed	UPAR/Ly6 domain-containing protein	298831	Setophaga kirtlandii	112	IPR035076	9..82
A0A7L0RT43	unreviewed	UPAR/Ly6 domain-containing protein	78217	Glaucidium brasilianum	107	IPR035076	5..77
A0A7L0RT81	unreviewed	UPAR/Ly6 domain-containing protein	78217	Glaucidium brasilianum	109	IPR035076	2..79
A0A7L0RVM6	unreviewed	Snake toxin/toxin-like domain-containing protein	78217	Glaucidium brasilianum	106	IPR035076	20..100
A0A7L0RVU1	unreviewed	UPAR/Ly6 domain-containing protein	78217	Glaucidium brasilianum	112	IPR035076	8..82
A0A7L0TCZ3	unreviewed	UPAR/Ly6 domain-containing protein	9252	Podilymbus podiceps	109	IPR035076	4..79
A0A7L0TG07	unreviewed	UPAR/Ly6 domain-containing protein	9252	Podilymbus podiceps	109	IPR035076	2..79
A0A7L0TGT5	unreviewed	Snake toxin/toxin-like domain-containing protein	9252	Podilymbus podiceps	106	IPR035076	20..100
A0A7L0TIH6	unreviewed	UPAR/Ly6 domain-containing protein	9252	Podilymbus podiceps	112	IPR035076	8..82
A0A7L0U9X9	unreviewed	UPAR/Ly6 domain-containing protein	118183	Chordeiles acutipennis	98	IPR035076	20..92
A0A7L0UA01	unreviewed	UPAR/Ly6 domain-containing protein	118183	Chordeiles acutipennis	127	IPR035076	23..97
A0A7L0UA12	unreviewed	UPAR/Ly6 domain-containing protein	118183	Chordeiles acutipennis	112	IPR035076	8..82
A0A7L0UAU3	unreviewed	UPAR/Ly6 domain-containing protein	118183	Chordeiles acutipennis	104	IPR035076	3..74
A0A7L0VGC9	unreviewed	UPAR/Ly6 domain-containing protein	2585812	Leptocoma aspasia	87	IPR035076	5..81
A0A7L0VGD0	unreviewed	UPAR/Ly6 domain-containing protein	2585812	Leptocoma aspasia	109	IPR035076	3..79
A0A7L0VGF2	unreviewed	UPAR/Ly6 domain-containing protein	2585812	Leptocoma aspasia	106	IPR035076	5..76
A0A7L0VGV6	unreviewed	UPAR/Ly6 domain-containing protein	2585812	Leptocoma aspasia	112	IPR035076	9..82
A0A7L0WLA5	unreviewed	UPAR/Ly6 domain-containing protein	81907	Alectura lathami	104	IPR035076	23..98
A0A7L0WLF4	unreviewed	UPAR/Ly6 domain-containing protein	81907	Alectura lathami	108	IPR035076	4..79
A0A7L0WMP0	unreviewed	UPAR/Ly6 domain-containing protein	81907	Alectura lathami	107	IPR035076	2..77
A0A7L0WMV9	unreviewed	UPAR/Ly6 domain-containing protein	81907	Alectura lathami	112	IPR035076	8..82
A0A7L0XUM0	unreviewed	UPAR/Ly6 domain-containing protein	137541	Tyrannus savana	119	IPR035076	14..89
A0A7L0XUN5	unreviewed	UPAR/Ly6 domain-containing protein	137541	Tyrannus savana	87	IPR035076	5..81
A0A7L0XUQ1	unreviewed	UPAR/Ly6 domain-containing protein	137541	Tyrannus savana	107	IPR035076	3..77
A0A7L0XXD0	unreviewed	UPAR/Ly6 domain-containing protein	137541	Tyrannus savana	112	IPR035076	8..82
A0A7L0Y0A2	unreviewed	Snake toxin/toxin-like domain-containing protein	137541	Tyrannus savana	69	IPR035076	3..39
A0A7L0Z1G9	unreviewed	UPAR/Ly6 domain-containing protein	441696	Ploceus nigricollis	104	IPR035076	5..75
A0A7L0Z1L1	unreviewed	UPAR/Ly6 domain-containing protein	441696	Ploceus nigricollis	112	IPR035076	8..82
A0A7L0Z1Z8	unreviewed	UPAR/Ly6 domain-containing protein	441696	Ploceus nigricollis	107	IPR035076	3..77
A0A7L0Z3Z2	unreviewed	UPAR/Ly6 domain-containing protein	441696	Ploceus nigricollis	87	IPR035076	5..81
A0A7L0ZHF2	unreviewed	Snake toxin/toxin-like domain-containing protein	114331	Oxyruncus cristatus	91	IPR035076	5..85
A0A7L0ZHF3	unreviewed	Snake toxin/toxin-like domain-containing protein	114331	Oxyruncus cristatus	86	IPR035076	6..79
A0A7L0ZI58	unreviewed	UPAR/Ly6 domain-containing protein	114331	Oxyruncus cristatus	126	IPR035076	22..97
A0A7L0ZJ60	unreviewed	UPAR/Ly6 domain-containing protein	114331	Oxyruncus cristatus	105	IPR035076	6..76
A0A7L0ZKA8	unreviewed	UPAR/Ly6 domain-containing protein	114331	Oxyruncus cristatus	112	IPR035076	8..82
A0A7L0ZQM7	unreviewed	UPAR/Ly6 domain-containing protein	114331	Oxyruncus cristatus	107	IPR035076	3..77
A0A7L1B657	unreviewed	UPAR/Ly6 domain-containing protein	9132	Gymnorhina tibicen	109	IPR035076	4..80
A0A7L1B6I7	unreviewed	UPAR/Ly6 domain-containing protein	9132	Gymnorhina tibicen	107	IPR035076	4..77
A0A7L1B7H2	unreviewed	UPAR/Ly6 domain-containing protein	9132	Gymnorhina tibicen	104	IPR035076	23..98
A0A7L1BHF1	unreviewed	UPAR/Ly6 domain-containing protein	9132	Gymnorhina tibicen	112	IPR035076	8..82
A0A7L1BTY3	unreviewed	UPAR/Ly6 domain-containing protein	201329	Illadopsis cleaveri	87	IPR035076	4..81
A0A7L1CCW4	unreviewed	UPAR/Ly6 domain-containing protein	201329	Illadopsis cleaveri	125	IPR035076	22..96
A0A7L1CRU6	unreviewed	UPAR/Ly6 domain-containing protein	201329	Illadopsis cleaveri	109	IPR035076	4..80
A0A7L1DHG3	unreviewed	UPAR/Ly6 domain-containing protein	239386	Serilophus lunatus	126	IPR035076	22..97
A0A7L1DHY6	unreviewed	UPAR/Ly6 domain-containing protein	239386	Serilophus lunatus	85	IPR035076	3..79
A0A7L1DIE0	unreviewed	UPAR/Ly6 domain-containing protein	239386	Serilophus lunatus	109	IPR035076	3..79
A0A7L1DIU7	unreviewed	UPAR/Ly6 domain-containing protein	239386	Serilophus lunatus	112	IPR035076	8..82
A0A7L1EBA4	unreviewed	UPAR/Ly6 domain-containing protein	279966	Oenanthe oenanthe	112	IPR035076	9..82
A0A7L1EBU5	unreviewed	UPAR/Ly6 domain-containing protein	279966	Oenanthe oenanthe	86	IPR035076	5..80
A0A7L1ECD0	unreviewed	UPAR/Ly6 domain-containing protein	279966	Oenanthe oenanthe	109	IPR035076	3..79
A0A7L1EDM2	unreviewed	UPAR/Ly6 domain-containing protein	279966	Oenanthe oenanthe	110	IPR035076	5..80
A0A7L1EZZ7	unreviewed	UPAR/Ly6 domain-containing protein	73324	Sylvia borin	107	IPR035076	3..77
A0A7L1F008	unreviewed	UPAR/Ly6 domain-containing protein	73324	Sylvia borin	109	IPR035076	5..80
A0A7L1F2D2	unreviewed	UPAR/Ly6 domain-containing protein	73324	Sylvia borin	112	IPR035076	8..82
A0A7L1GRC8	unreviewed	UPAR/Ly6 domain-containing protein	545262	Indicator maculatus	124	IPR035076	19..94
A0A7L1GS34	unreviewed	UPAR/Ly6 domain-containing protein	545262	Indicator maculatus	109	IPR035076	3..79
A0A7L1GSP5	unreviewed	UPAR/Ly6 domain-containing protein	545262	Indicator maculatus	112	IPR035076	8..82
A0A7L1GTH6	unreviewed	Snake toxin/toxin-like domain-containing protein	545262	Indicator maculatus	100	IPR035076	22..94
A0A7L1HIH6	unreviewed	UPAR/Ly6 domain-containing protein	227226	Nycticryphes semicollaris	109	IPR035076	3..79
A0A7L1HIX0	unreviewed	UPAR/Ly6 domain-containing protein	227226	Nycticryphes semicollaris	109	IPR035076	4..79
A0A7L1HJ11	unreviewed	Snake toxin/toxin-like domain-containing protein	227226	Nycticryphes semicollaris	90	IPR035076	5..84
A0A7L1HJN9	unreviewed	UPAR/Ly6 domain-containing protein	227226	Nycticryphes semicollaris	112	IPR035076	8..82
A0A7L1JBR8	unreviewed	UPAR/Ly6 domain-containing protein	240209	Smutsornis africanus	112	IPR035076	8..82
A0A7L1JCA2	unreviewed	UPAR/Ly6 domain-containing protein	240209	Smutsornis africanus	107	IPR035076	2..77
A0A7L1JCY6	unreviewed	UPAR/Ly6 domain-containing protein	240209	Smutsornis africanus	126	IPR035076	22..97
A0A7L1JEB2	unreviewed	UPAR/Ly6 domain-containing protein	240209	Smutsornis africanus	103	IPR035076	22..97
A0A7L1JF00	unreviewed	UPAR/Ly6 domain-containing protein	227184	Rynchops niger	108	IPR035076	4..79
A0A7L1JPQ8	unreviewed	UPAR/Ly6 domain-containing protein	227184	Rynchops niger	107	IPR035076	2..77
A0A7L1JQA6	unreviewed	UPAR/Ly6 domain-containing protein	227184	Rynchops niger	103	IPR035076	22..97
A0A7L1JQF7	unreviewed	UPAR/Ly6 domain-containing protein	227184	Rynchops niger	112	IPR035076	8..82
A0A7L1LBM5	unreviewed	UPAR/Ly6 domain-containing protein	225398	Himantopus himantopus	112	IPR035076	8..82
A0A7L1LBN2	unreviewed	UPAR/Ly6 domain-containing protein	225398	Himantopus himantopus	109	IPR035076	2..79
A0A7L1LBN3	unreviewed	UPAR/Ly6 domain-containing protein	225398	Himantopus himantopus	109	IPR035076	4..79
A0A7L1LBN6	unreviewed	UPAR/Ly6 domain-containing protein	225398	Himantopus himantopus	105	IPR035076	21..99
A0A7L1M995	unreviewed	UPAR/Ly6 domain-containing protein	125297	Bombycilla garrulus	112	IPR035076	9..82
A0A7L1M9A5	unreviewed	UPAR/Ly6 domain-containing protein	125297	Bombycilla garrulus	107	IPR035076	3..77
A0A7L1M9C9	unreviewed	UPAR/Ly6 domain-containing protein	125297	Bombycilla garrulus	86	IPR035076	4..80
A0A7L1MXG1	unreviewed	UPAR/Ly6 domain-containing protein	113115	Rhinopomastus cyanomelas	109	IPR035076	3..79
A0A7L1MY93	unreviewed	UPAR/Ly6 domain-containing protein	113115	Rhinopomastus cyanomelas	109	IPR035076	5..80
A0A7L1MYN7	unreviewed	UPAR/Ly6 domain-containing protein	113115	Rhinopomastus cyanomelas	103	IPR035076	22..97
A0A7L1MZ91	unreviewed	UPAR/Ly6 domain-containing protein	113115	Rhinopomastus cyanomelas	112	IPR035076	8..82
A0A7L1PLD9	unreviewed	UPAR/Ly6 domain-containing protein	181099	Oriolus oriolus	87	IPR035076	5..81
A0A7L1PLF5	unreviewed	UPAR/Ly6 domain-containing protein	181099	Oriolus oriolus	112	IPR035076	9..82
A0A7L1PLZ8	unreviewed	UPAR/Ly6 domain-containing protein	181099	Oriolus oriolus	107	IPR035076	3..77
A0A7L1PPC9	unreviewed	UPAR/Ly6 domain-containing protein	181099	Oriolus oriolus	109	IPR035076	5..80
A0A7L1Q4N3	unreviewed	UPAR/Ly6 domain-containing protein	52622	Cisticola juncidis	109	IPR035076	5..80
A0A7L1Q508	unreviewed	UPAR/Ly6 domain-containing protein	52622	Cisticola juncidis	112	IPR035076	9..82
A0A7L1Q6R4	unreviewed	UPAR/Ly6 domain-containing protein	52622	Cisticola juncidis	107	IPR035076	3..77
A0A7L1QWQ4	unreviewed	UPAR/Ly6 domain-containing protein	52622	Cisticola juncidis	104	IPR035076	5..75
A0A7L1S777	unreviewed	UPAR/Ly6 domain-containing protein	187437	Locustella ochotensis	112	IPR035076	9..82
A0A7L1S8Z8	unreviewed	Snake toxin/toxin-like domain-containing protein	187437	Locustella ochotensis	78	IPR035076	3..48
A0A7L1S9T2	unreviewed	UPAR/Ly6 domain-containing protein	187437	Locustella ochotensis	86	IPR035076	5..80
A0A7L1SDH6	unreviewed	Snake toxin/toxin-like domain-containing protein	187437	Locustella ochotensis	84	IPR035076	6..79
A0A7L1SFG5	unreviewed	UPAR/Ly6 domain-containing protein	187437	Locustella ochotensis	107	IPR035076	3..77
A0A7L1SZC1	unreviewed	UPAR/Ly6 domain-containing protein	54356	Aramus guarauna	107	IPR035076	3..77
A0A7L1SZD2	unreviewed	Snake toxin/toxin-like domain-containing protein	54356	Aramus guarauna	91	IPR035076	5..85
A0A7L1T026	unreviewed	UPAR/Ly6 domain-containing protein	54356	Aramus guarauna	112	IPR035076	8..82
A0A7L1T513	unreviewed	UPAR/Ly6 domain-containing protein	54356	Aramus guarauna	126	IPR035076	22..97
A0A7L1TPU1	unreviewed	UPAR/Ly6 domain-containing protein	161653	Phainopepla nitens	104	IPR035076	3..74
A0A7L1TRY5	unreviewed	UPAR/Ly6 domain-containing protein	161653	Phainopepla nitens	87	IPR035076	5..81
A0A7L1TS52	unreviewed	UPAR/Ly6 domain-containing protein	161653	Phainopepla nitens	110	IPR035076	5..80
A0A7L1TU58	unreviewed	UPAR/Ly6 domain-containing protein	161653	Phainopepla nitens	112	IPR035076	9..82
A0A7L1VH74	unreviewed	UPAR/Ly6 domain-containing protein	50251	Sitta europaea	107	IPR035076	3..77
A0A7L1VH94	unreviewed	UPAR/Ly6 domain-containing protein	50251	Sitta europaea	87	IPR035076	5..81
A0A7L1VHA2	unreviewed	UPAR/Ly6 domain-containing protein	50251	Sitta europaea	104	IPR035076	5..75
A0A7L1VHF0	unreviewed	UPAR/Ly6 domain-containing protein	50251	Sitta europaea	87	IPR035076	6..79
A0A7L1VHZ9	unreviewed	UPAR/Ly6 domain-containing protein	50251	Sitta europaea	110	IPR035076	9..80
A0A7L1VIW8	unreviewed	UPAR/Ly6 domain-containing protein	50251	Sitta europaea	109	IPR035076	5..80
A0A7L1WIQ2	unreviewed	UPAR/Ly6 domain-containing protein	73330	Certhia brachydactyla	126	IPR035076	22..97
A0A7L1WIS2	unreviewed	UPAR/Ly6 domain-containing protein	73330	Certhia brachydactyla	112	IPR035076	8..82
A0A7L1WKE7	unreviewed	UPAR/Ly6 domain-containing protein	73330	Certhia brachydactyla	107	IPR035076	3..77
A0A7L1WKR3	unreviewed	UPAR/Ly6 domain-containing protein	73330	Certhia brachydactyla	87	IPR035076	5..81
A0A7L1WM31	unreviewed	UPAR/Ly6 domain-containing protein	73330	Certhia brachydactyla	106	IPR035076	6..76
A0A7L1XX91	unreviewed	UPAR/Ly6 domain-containing protein	161742	Thinocorus orbignyianus	103	IPR035076	22..97
A0A7L1XYD6	unreviewed	UPAR/Ly6 domain-containing protein	161742	Thinocorus orbignyianus	126	IPR035076	21..96
A0A7L1XZC1	unreviewed	UPAR/Ly6 domain-containing protein	161742	Thinocorus orbignyianus	112	IPR035076	8..82
A0A7L1Y044	unreviewed	UPAR/Ly6 domain-containing protein	161742	Thinocorus orbignyianus	109	IPR035076	3..79
A0A7L1YRP4	unreviewed	UPAR/Ly6 domain-containing protein	312124	Scytalopus superciliaris	112	IPR035076	8..82
A0A7L1YUY0	unreviewed	UPAR/Ly6 domain-containing protein	312124	Scytalopus superciliaris	87	IPR035076	6..81
A0A7L1YWK3	unreviewed	Snake toxin/toxin-like domain-containing protein	312124	Scytalopus superciliaris	100	IPR035076	2..71
A0A7L1YWL8	unreviewed	UPAR/Ly6 domain-containing protein	312124	Scytalopus superciliaris	123	IPR035076	3..38,46..93
A0A7L1ZEG5	unreviewed	UPAR/Ly6 domain-containing protein	36275	Leiothrix lutea	109	IPR035076	5..80
A0A7L1ZIP2	unreviewed	UPAR/Ly6 domain-containing protein	36275	Leiothrix lutea	107	IPR035076	3..77
A0A7L2AUK4	unreviewed	UPAR/Ly6 domain-containing protein	54369	Heliornis fulica	109	IPR035076	5..80
A0A7L2AUL7	unreviewed	UPAR/Ly6 domain-containing protein	54369	Heliornis fulica	111	IPR035076	7..81
A0A7L2AUM1	unreviewed	UPAR/Ly6 domain-containing protein	54369	Heliornis fulica	103	IPR035076	22..97
A0A7L2AXU2	unreviewed	UPAR/Ly6 domain-containing protein	54369	Heliornis fulica	104	IPR035076	5..75
A0A7L2AZ49	unreviewed	UPAR/Ly6 domain-containing protein	54369	Heliornis fulica	107	IPR035076	2..77
A0A7L2CAH7	unreviewed	UPAR/Ly6 domain-containing protein	670337	Alaudala cheleensis	110	IPR035076	5..80
A0A7L2CAJ0	unreviewed	UPAR/Ly6 domain-containing protein	670337	Alaudala cheleensis	109	IPR035076	3..79
A0A7L2CAK2	unreviewed	UPAR/Ly6 domain-containing protein	670337	Alaudala cheleensis	102	IPR035076	18..96
A0A7L2CF38	unreviewed	UPAR/Ly6 domain-containing protein	670337	Alaudala cheleensis	112	IPR035076	8..82
A0A7L2CPC1	unreviewed	UPAR/Ly6 domain-containing protein	159581	Catharus fuscescens	107	IPR035076	3..77
A0A7L2CPC8	unreviewed	UPAR/Ly6 domain-containing protein	159581	Catharus fuscescens	112	IPR035076	8..82
A0A7L2DSJ9	unreviewed	UPAR/Ly6 domain-containing protein	156561	Anthoscopus minutus	112	IPR035076	8..82
A0A7L2DT56	unreviewed	UPAR/Ly6 domain-containing protein	156561	Anthoscopus minutus	87	IPR035076	5..81
A0A7L2DTM3	unreviewed	UPAR/Ly6 domain-containing protein	156561	Anthoscopus minutus	110	IPR035076	3..80
A0A7L2FHS8	unreviewed	Snake toxin/toxin-like domain-containing protein	64278	Quiscalus mexicanus	69	IPR035076	2..39
A0A7L2FQH5	unreviewed	UPAR/Ly6 domain-containing protein	64278	Quiscalus mexicanus	94	IPR035076	5..88
A0A7L2FQM6	unreviewed	UPAR/Ly6 domain-containing protein	64278	Quiscalus mexicanus	109	IPR035076	5..80
A0A7L2FRA6	unreviewed	UPAR/Ly6 domain-containing protein	64278	Quiscalus mexicanus	107	IPR035076	3..77
A0A7L2FUW4	unreviewed	UPAR/Ly6 domain-containing protein	64278	Quiscalus mexicanus	112	IPR035076	9..82
A0A7L2GMF6	unreviewed	UPAR/Ly6 domain-containing protein	48427	Nyctibius grandis	108	IPR035076	3..79
A0A7L2GMG2	unreviewed	Snake toxin/toxin-like domain-containing protein	48427	Nyctibius grandis	85	IPR035076	5..80
A0A7L2GPC1	unreviewed	UPAR/Ly6 domain-containing protein	48427	Nyctibius grandis	112	IPR035076	9..82
A0A7L2GQ75	unreviewed	UPAR/Ly6 domain-containing protein	48427	Nyctibius grandis	107	IPR035076	3..77
A0A7L2GTA6	unreviewed	Snake toxin/toxin-like domain-containing protein	48427	Nyctibius grandis	86	IPR035076	6..79
A0A7L2HVX3	unreviewed	Snake toxin/toxin-like domain-containing protein	56258	Sagittarius serpentarius	108	IPR035076	22..102
A0A7L2HW62	unreviewed	UPAR/Ly6 domain-containing protein	56258	Sagittarius serpentarius	107	IPR035076	2..77
A0A7L2HYH6	unreviewed	UPAR/Ly6 domain-containing protein	56258	Sagittarius serpentarius	112	IPR035076	8..82
A0A7L2HYS4	unreviewed	UPAR/Ly6 domain-containing protein	56258	Sagittarius serpentarius	126	IPR035076	22..97
A0A7L2IR62	unreviewed	UPAR/Ly6 domain-containing protein	91796	Semnornis frantzii	125	IPR035076	20..95
A0A7L2IR80	unreviewed	Snake toxin/toxin-like domain-containing protein	91796	Semnornis frantzii	108	IPR035076	22..102
A0A7L2IR85	unreviewed	UPAR/Ly6 domain-containing protein	91796	Semnornis frantzii	112	IPR035076	8..82
A0A7L2IRH9	unreviewed	Snake toxin/toxin-like domain-containing protein	91796	Semnornis frantzii	69	IPR035076	6..39
A0A7L2JM31	unreviewed	UPAR/Ly6 domain-containing protein	161649	Cinclus mexicanus	110	IPR035076	5..80
A0A7L2JNI1	unreviewed	UPAR/Ly6 domain-containing protein	161649	Cinclus mexicanus	109	IPR035076	3..79
A0A7L2JQ58	unreviewed	UPAR/Ly6 domain-containing protein	161649	Cinclus mexicanus	100	IPR035076	18..94
A0A7L2JQY5	unreviewed	UPAR/Ly6 domain-containing protein	161649	Cinclus mexicanus	112	IPR035076	8..82
A0A7L2KZV0	unreviewed	UPAR/Ly6 domain-containing protein	2485327	Zosterops hypoxanthus	112	IPR035076	8..82
A0A7L2L0D6	unreviewed	UPAR/Ly6 domain-containing protein	2485327	Zosterops hypoxanthus	110	IPR035076	5..80
A0A7L2L0K7	unreviewed	UPAR/Ly6 domain-containing protein	2485327	Zosterops hypoxanthus	109	IPR035076	3..79
A0A7L2L0R0	unreviewed	Snake toxin/toxin-like domain-containing protein	2485327	Zosterops hypoxanthus	106	IPR035076	22..100
A0A7L2LS39	unreviewed	UPAR/Ly6 domain-containing protein	68497	Hippolais icterina	104	IPR035076	4..75
A0A7L2M6I6	unreviewed	UPAR/Ly6 domain-containing protein	68497	Hippolais icterina	125	IPR035076	22..96
A0A7L2M6S9	unreviewed	UPAR/Ly6 domain-containing protein	68497	Hippolais icterina	112	IPR035076	9..82
A0A7L2M7P8	unreviewed	UPAR/Ly6 domain-containing protein	68497	Hippolais icterina	109	IPR035076	5..80
A0A7L2MDW7	unreviewed	UPAR/Ly6 domain-containing protein	2585818	Rhadina sibilatrix	107	IPR035076	3..77
A0A7L2ME42	unreviewed	UPAR/Ly6 domain-containing protein	2585818	Rhadina sibilatrix	87	IPR035076	5..81
A0A7L2MER9	unreviewed	UPAR/Ly6 domain-containing protein	2585818	Rhadina sibilatrix	112	IPR035076	9..82
A0A7L2N2F7	unreviewed	UPAR/Ly6 domain-containing protein	2585818	Rhadina sibilatrix	104	IPR035076	5..75
A0A7L2NMC3	unreviewed	UPAR/Ly6 domain-containing protein	182897	Pycnonotus jocosus	112	IPR035076	8..82
A0A7L2NMI8	unreviewed	UPAR/Ly6 domain-containing protein	182897	Pycnonotus jocosus	107	IPR035076	3..77
A0A7L2NMP0	unreviewed	UPAR/Ly6 domain-containing protein	182897	Pycnonotus jocosus	124	IPR035076	22..97
A0A7L2NMV9	unreviewed	UPAR/Ly6 domain-containing protein	182897	Pycnonotus jocosus	86	IPR035076	5..80
